folder_name,Testcase_Id,title,Preconditions,Test Steps,Expected Results,Priority,type,test scope,run_type,Memo,REQ_Id
PV > ICSR Config > Case ID > 번호 조합 > 일련번호 시작점 설정,TC-CASEID-026-001,Case ID 생성 시 동일 조합 이력 최후 번호 초과 번호 부여 검증,"1. 동일 번호 조합으로 케이스 5건 이상 생성된 상태
2. 마지막 부여 번호 확인 가능","1. 신규 케이스 생성
2. 부여된 일련번호 확인","1. 현재 최후 번호보다 1 큰 번호가 부여됨
2. 중간 번호 건너뜀 없이 순차 부여됨",High,Functional,Regression,Automation,,REQ-031
PV > ICSR Config > Case ID > 번호 조합 > 일련번호 시작점 설정,TC-CASEID-026-002,시작 번호를 최후 번호 이하로 설정 시 차단 검증,"1. 현재 최후 부여 번호가 100인 상태
2. Configuration 화면 접근","1. 시작 번호를 50(최후 번호 이하)으로 입력 시도
2. 저장 버튼 클릭","1. 오류 메시지 또는 유효성 검사 실패가 표시됨
2. 저장되지 않음
3. 최후 번호보다 큰 값 입력 요구",High,Negative,Regression,Automation,,REQ-031
PV > ICSR Config > Case ID > 번호 조합 > 일련번호 시작점 설정,TC-CASEID-027-001,시작 번호를 임계값([최대-400]) 초과 시 차단 검증,"1. 자릿수 5자리 설정 (최대값 99999)
2. 임계값 = 99999 - 400 = 99599
3. Configuration 화면 접근","1. 시작 번호를 99600 (임계값 초과) 입력 시도
2. 저장 시도","1. 임계값 초과 입력 차단 또는 오류 메시지가 표시됨
2. 저장되지 않음",High,Boundary,Regression,Automation,최대 생성 가능 숫자 = 현재 설정 자릿수 최대값 (5자리 기준 99999) — 임계값 99599 초과 차단,REQ-032
PV > ICSR Config > Case ID > 번호 조합 > 일련번호 시작점 설정,TC-CASEID-027-002,시작 번호를 임계값([최대-400]) 이하로 설정 시 허용 검증,"1. 자릿수 5자리 설정 (최대값 99999)
2. 임계값 = 99999 - 400 = 99599
3. Configuration 화면 접근","1. 시작 번호를 99599 (임계값) 입력
2. 저장","1. 저장 성공 메시지가 표시됨
2. 임계값 이하 시작 번호 설정 허용 확인",High,Boundary,Regression,Automation,최대 생성 가능 숫자 = 현재 설정 자릿수 최대값 (5자리 기준 99999) — 임계값 99599 이하 허용,REQ-032
PV > ICSR Config > Case ID > 포맷 설정 > Chip 구성,TC-CASEID-028-001,Year 칩 추가 시 하단 Year 설정 영역 활성화 검증,"1. Org Admin 계정으로 로그인됨
2. Configuration 화면 접근
3. Year 칩 미추가 상태","1. 번호 조합 구성 영역에서 YY 또는 YYYY 칩 추가
2. 하단 Year 설정 영역 확인","1. Year 칩 추가 즉시 하단 Year 설정 영역이 활성화됨
2. 칩 추가 전에는 비활성화 상태였음",High,Functional,Regression,Automation,,REQ-033
PV > ICSR Config > Case ID > 포맷 설정 > Chip 구성,TC-CASEID-028-002,PRD 칩 추가 시 하단 Product Abbreviation 설정 영역 활성화 검증,"1. Org Admin 계정으로 로그인됨
2. PRD 칩 미추가 상태","1. 번호 조합 구성 영역에서 PRD 칩 추가
2. 하단 PRD 설정 영역 확인",1. PRD 칩 추가 즉시 하단 Product Abbreviation 설정 영역이 활성화됨,High,Functional,Regression,Automation,,REQ-033
PV > ICSR Config > Case ID > 포맷 설정 > Chip 구성,TC-CASEID-029-001,번호 조합 전체 Chip 구성 요소 표시 및 선택 가능 검증,"1. Org Admin 계정으로 로그인됨
2. Configuration 화면 번호 조합 섹션 접근",1. 번호 조합 추가 영역의 사용 가능한 Chip 목록 확인,"1. YY, YYYY, ###### (일련번호), TR, PRD, TXT 6종 Chip이 모두 표시됨
2. 각 Chip이 선택 가능한 상태",Medium,Functional,Regression,Manual,,REQ-034
PV > ICSR Config > Case ID > 포맷 설정 > Drag and Drop,TC-CASEID-030-001,Chip 드래그앤드롭 순서 변경 시 Preview 실시간 반영 검증,"1. Org Admin 계정으로 로그인됨
2. 2개 이상의 Chip(예: YY, ######, TR)이 추가된 상태","1. TR 칩을 드래그하여 ###### 앞으로 이동
2. Preview 영역 확인","1. 칩 이동 즉시 Preview에 새 순서(예: YY-TR-######)가 실시간으로 반영됨
2. 저장 전에도 Preview가 즉시 갱신됨",Medium,Functional,Regression,Both,,REQ-035
PV > ICSR Config > Case ID > 포맷 설정 > Chip 구성,TC-CASEID-031-001,Chip x 클릭 시 제거 및 설정 영역 비활성화 검증,"1. Org Admin 계정으로 로그인됨
2. Year 칩이 추가되어 Year 설정 영역이 활성화된 상태","1. Year 칩의 'x' 버튼 클릭
2. 칩 제거 및 설정 영역 상태 확인","1. Year 칩이 번호 조합에서 제거됨
2. 하단 Year 설정 영역이 비활성화됨
3. Preview에서 Year 칩 제거가 반영됨",Medium,Functional,Regression,Automation,,REQ-036
PV > ICSR Config > Case ID > 포맷 설정 > Chip 구성,TC-CASEID-031-002,Chip 제거 후 동일 세션 내 재추가 시 이전 설정값 유지 검증,"1. Year 칩을 YYYY로 설정 후 제거한 상태
2. 동일 세션 유지 중","1. 동일 세션 내에서 Year 칩 재추가
2. Year 설정 값 확인","1. 이전에 설정했던 YYYY 값이 세션 내에서 복원됨
2. 새로고침 없이 이전 설정값이 유지됨",Medium,Functional,Regression,Both,,REQ-036
PV > ICSR Config > Case ID > 포맷 설정 > Chip 구성,TC-CASEID-031-003,Chip 제거 후 브라우저 새로고침 시 설정값 초기화 검증,"1. Chip 제거 후 설정 변경 상태 (저장 미완료)
2. 브라우저 새로고침 가능","1. Chip 제거 후 설정 변경 상태에서 브라우저 새로고침
2. 설정 영역 값 확인","1. 새로고침 후 저장되지 않은 Chip 설정값이 초기화됨
2. 세션 외에는 설정값이 유지되지 않음 확인",Medium,Negative,Regression,Both,,REQ-036
PV > ICSR Config > Case ID > 만료 경고 > 팝업 노출,TC-CASEID-032-001,잔여 번호 100개 이하 케이스 생성 시 만료 임박 팝업 노출 검증,"1. 일련번호 잔여 수가 정확히 100개인 상태로 설정
2. 케이스 생성 권한 있는 계정으로 로그인됨","1. 잔여 번호 100개 상태에서 케이스 생성 (마지막 번호 부여 시점)
2. 팝업 노출 여부 확인","1. 케이스 생성 완료 시 만료 임박 팝업이 노출됨
2. 팝업에 경고 내용이 표시됨",High,Functional,"Regression,Smoke",Both,,REQ-037
PV > ICSR Config > Case ID > 만료 경고 > 팝업 노출,TC-CASEID-032-002,잔여 번호 101개 시 만료 임박 팝업 미노출 검증,"1. 일련번호 잔여 수가 101개인 상태
2. 케이스 생성 권한 있는 계정으로 로그인됨","1. 잔여 번호 101개 상태에서 케이스 생성
2. 팝업 노출 여부 확인","1. 케이스 생성 완료 후 만료 임박 팝업 미노출
2. 잔여 101개 이상은 팝업 조건 미충족 확인",High,Boundary,Regression,Both,,REQ-037
PV > ICSR Config > Case ID > 만료 경고 > 팝업 노출,TC-CASEID-033-001,Manual Intake 케이스 생성 완료 시 만료 임박 팝업 노출 위치 검증,"1. 일련번호 잔여 수가 100개 이하인 상태
2. 케이스 생성 권한 있는 계정으로 로그인됨","1. Manual Intake로 케이스 작성 완료 후 저장
2. 팝업 노출 위치 및 여부 확인","1. Manual Intake 케이스 생성 완료 시 만료 임박 팝업이 현재 화면에 오버레이로 노출됨
2. Configuration 화면이 아닌 현재 작업 화면 위에 표시됨",High,Functional,"Regression,E2E",Both,[연계] Manual Intake → Case ID 팝업 연동,REQ-038
PV > ICSR Config > Case ID > 만료 경고 > 팝업 노출,TC-CASEID-033-002,Import 케이스 생성 완료 시 만료 임박 팝업 노출 검증,"1. 잔여 번호 100개 이하 상태
2. 유효한 Import 파일 준비됨","1. ICSR Import 진행 후 케이스 생성 완료
2. 팝업 노출 여부 확인","1. Import 케이스 생성 완료 시 만료 임박 팝업이 노출됨
2. 모든 화면에서 팝업 노출 가능 확인",High,Functional,"Regression,E2E",Both,[연계] Import → Case ID 팝업 연동,REQ-038
PV > ICSR Config > Case ID > 만료 경고 > 팝업 노출,TC-CASEID-033-003,Configuration 화면에서 만료 임박 팝업 미노출 검증,"1. 잔여 번호 100개 이하 상태
2. Configuration 화면 접근 완료","1. Configuration 화면에서 설정 변경 후 저장
2. 팝업 노출 여부 확인","1. Configuration 화면에서는 만료 임박 팝업이 노출되지 않음
2. 케이스 생성 완료 시점에만 팝업이 노출됨 확인",High,Negative,Regression,Both,,REQ-038
PV > ICSR Config > Case ID > 만료 경고 > 팝업 내용,TC-CASEID-034-001,만료 임박 팝업 내 마지막 Case ID·최대값·New Case ID 정확 표시 검증,"1. 잔여 번호 100개 이하 상태에서 케이스 생성 완료
2. 만료 임박 팝업이 노출된 상태","1. 팝업 내용 확인
2. 마지막 Case ID, 최대값, New Case ID 표시 여부 확인","1. 현재 마지막으로 부여된 Case ID가 팝업에 표시됨
2. 해당 번호 조합의 최대값이 표시됨
3. 자릿수 확장 후 첫 번째 New Case ID가 정확히 표시됨 (예: 99999 → 100000)",High,Functional,Regression,Manual,,REQ-039
PV > ICSR Config > Case ID > 만료 경고 > 팝업 제어,TC-CASEID-035-001,만료 임박 팝업 Confirm 클릭 시 팝업 닫힘 검증,"1. 만료 임박 팝업이 노출된 상태
2. 사용자 로그인됨","1. 팝업의 Confirm 버튼 클릭
2. 팝업 상태 확인","1. Confirm 클릭 즉시 팝업이 닫힘
2. 현재 화면으로 복귀됨",Medium,Functional,Regression,Automation,,REQ-040
PV > ICSR Config > Case ID > 만료 경고 > 팝업 제어,TC-CASEID-035-002,Confirm 클릭 후 다음 로그인 시 팝업 재노출 검증,"1. Confirm 클릭으로 팝업 닫은 상태
2. 잔여 번호 여전히 100개 이하","1. 로그아웃 후 동일 계정으로 재로그인
2. 케이스 생성
3. 팝업 재노출 여부 확인","1. 다음 로그인 후 케이스 생성 시 팝업이 재노출됨
2. Confirm만 클릭 시 영구 미노출이 아님 확인",Medium,Functional,"Regression,E2E",Both,,REQ-040
PV > ICSR Config > Case ID > 만료 경고 > 팝업 제어,TC-CASEID-036-001,오늘 하루 보지 않기 체크 후 24시간 이내 팝업 미노출 검증,"1. 만료 임박 팝업이 노출된 상태
2. 잔여 번호 100개 이하","1. ""오늘 하루 보지 않기"" 체크 후 Confirm 클릭
2. 24시간 이내 케이스 생성 시도
3. 팝업 노출 여부 확인","1. 24시간 이내에는 케이스 생성 완료 후 팝업이 노출되지 않음
2. 오늘 하루 억압 기능 정상 동작 확인",Medium,Functional,"Regression,E2E",Both,시간 조작 또는 대기 테스트 환경 필요,REQ-041
PV > ICSR Config > Case ID > 만료 경고 > 팝업 제어,TC-CASEID-036-002,오늘 하루 보지 않기 24시간 경과 후 팝업 재노출 검증,"1. 오늘 하루 보지 않기 체크 후 24시간 경과
2. 잔여 번호 여전히 100개 이하","1. 24시간 경과 후 케이스 생성
2. 팝업 재노출 여부 확인","1. 24시간 경과 후 케이스 생성 시 팝업이 재노출됨
2. 억압 기간 만료 후 정상 재노출 확인",Medium,Functional,"Regression,E2E",Both,시간 조작 테스트 환경 필요,REQ-041
PV > ICSR Config > Case ID > 만료 경고 > 팝업 제어,TC-CASEID-037-001,24시간 억압 중 자릿수 초과 전환 시 별도 알림 없음 검증,"1. 오늘 하루 보지 않기 억압 활성화 중
2. 자릿수 초과 (자동 확장) 발생한 상태",1. 자릿수 초과 전환 발생 시 별도 알림 또는 팝업 표시 여부 확인,"1. 자릿수 초과 자동 확장 전환 시 별도 알림(팝업/토스트 등)이 표시되지 않음
2. 기존 억압 상태 유지",Medium,Functional,Regression,Both,,REQ-042
PV > ICSR Config > Case ID > 만료 경고 > 팝업 제어,TC-CASEID-037-002,24시간 억압 중 자릿수 초과 후 팝업 재노출 가능 검증,"1. 오늘 하루 보지 않기 억압 활성화 중
2. 자릿수 초과 자동 확장 발생","1. 자릿수 초과 후 케이스 추가 생성
2. 팝업 재노출 여부 확인","1. 억압 24시간 내라도 자릿수 초과 후 팝업 재노출될 수 있음
2. 억압이 완전히 무효화되는 것은 아님 확인",Medium,Functional,Regression,Both,,REQ-042
PV > ICSR Config > Case ID > 만료 경고 > 팝업 제어,TC-CASEID-038-001,새 자릿수 체계(1XXXXX) 전환 후 기존 만료 임박 팝업 자동 미노출 검증,"1. 최대 자릿수 초과하여 자동 확장(1XXXXX 형식)으로 전환된 상태
2. 잔여 번호 100개 이하 조건 충족","1. 자동 확장 전환 후 케이스 생성
2. 기존 자릿수 체계 기준 만료 임박 팝업 노출 여부 확인","1. 새 자릿수 체계(1XXXXX...)로 전환 후 기존 만료 임박 팝업이 노출되지 않음
2. 새 체계 기준으로 별도 카운팅 시작됨",Medium,Functional,Regression,Both,,REQ-043
PV > ICSR Config > Case ID > 만료 경고 > 자릿수 자동 확장,TC-CASEID-039-001,최대 자릿수 초과 케이스 생성 시 자릿수 자동 확장 검증,"1. 5자리 설정, 마지막 번호가 99999인 상태
2. 케이스 생성 권한 있음","1. 99999 번호 이후 케이스 생성
2. 신규 케이스 Case ID 일련번호 확인","1. 일련번호가 자릿수 1자리 자동 추가되어 '100000' 형식으로 부여됨
2. 자릿수 설정 변경 없이 자동 확장 확인",High,Functional,"Regression,Smoke",Automation,,REQ-044
PV > ICSR Config > Case ID > 만료 경고 > 자릿수 자동 확장,TC-CASEID-039-002,자릿수 자동 확장 후 99999에서 100000 연속 부여 검증,"1. 5자리 설정, 마지막 번호 99998
2. 케이스 2건 연속 생성 가능 상태","1. 케이스 연속 2건 생성
2. 각 케이스 일련번호 확인","1. 첫 번째 케이스: 99999가 부여됨
2. 두 번째 케이스: 100000이 연속으로 부여됨
3. 번호 건너뜀 없이 연속 확인",High,Functional,Regression,Automation,,REQ-044
PV > ICSR Config > Case ID > Import 설정 > 옵션 A,TC-CASEID-040-001,Import 옵션 A 선택 시 C.1.1 시스템 신규 부여 검증,"1. Org Admin 계정으로 로그인됨
2. Import 옵션 A로 설정 완료
3. C.1.1 값이 포함된 유효한 Import 파일 준비됨","1. ICSR Import 파일 업로드 후 Import 진행
2. Import된 케이스의 C.1.1 확인","1. C.1.1에 파일 내 값이 아닌 시스템 규칙에 따라 신규 부여된 값이 설정됨
2. 파일 내 C.1.1 값이 무시되고 신규 채번이 적용됨",High,Functional,"Regression,E2E,Smoke",Both,[연계] Import 기능과 Case ID 연동 — 기획서 REQ-045 명시,REQ-045
PV > ICSR Config > Case ID > Import 설정 > 옵션 A,TC-CASEID-040-002,Import 옵션 A 선택 시 C.1.8.1 파일 내 값 유지 검증,"1. Import 옵션 A로 설정 완료
2. C.1.8.1 값이 포함된 Import 파일 준비됨","1. ICSR Import 파일 업로드 후 Import 진행
2. Import된 케이스의 C.1.8.1 확인","1. C.1.8.1에 파일 내 원본 값이 그대로 유지됨
2. 시스템이 C.1.8.1을 덮어쓰지 않음",High,Functional,"Regression,E2E",Both,[연계] Import C.1.8.1 유지 — 기획서 REQ-045 명시,REQ-045
PV > ICSR Config > Case ID > Import 설정 > 옵션 B,TC-CASEID-041-001,Import 옵션 B 선택 시 C.1.1·C.1.8.1 파일 내 값 유지 검증,"1. Org Admin 계정으로 로그인됨
2. Import 옵션 B로 설정 완료
3. 고유한 C.1.1 값이 포함된 Import 파일 준비됨","1. ICSR Import 파일 업로드 및 Import 진행
2. Import된 케이스의 C.1.1, C.1.8.1 확인","1. C.1.1이 파일 내 원본 값으로 유지됨
2. C.1.8.1이 파일 내 원본 값으로 유지됨
3. 두 필드 모두 시스템 채번 미적용",Critical,Functional,"Regression,E2E,Smoke",Both,[연계] Import 옵션 B — 기획서 REQ-047 명시,REQ-047
PV > ICSR Config > Case ID > Import 설정 > 옵션 B,TC-CASEID-041-002,Import 옵션 B 선택 시 C.1.1 중복 에러 반환 검증,"1. Import 옵션 B로 설정 완료
2. 시스템에 이미 존재하는 C.1.1 값이 포함된 Import 파일 준비됨","1. 중복 C.1.1 포함 Import 파일 업로드
2. Import 진행
3. 결과 확인","1. C.1.1 중복 감지 시 에러가 반환됨
2. 해당 케이스 Import 실패 처리됨
3. 오류 메시지가 사용자에게 표시됨",Critical,Negative,"Regression,E2E",Both,[연계] Import 중복 C.1.1 에러 처리 — 기획서 REQ-047 명시,REQ-047
PV > ICSR Config > Case ID > Import 설정 > 적용 범위,TC-CASEID-042-001,Import 기능으로 생성된 케이스에 Import 설정 적용 검증,"1. Import 옵션 A 설정됨
2. Import 파일 준비됨","1. Import 기능으로 케이스 생성
2. Import 설정 적용 여부 확인","1. Import 케이스에 설정된 Import 옵션(A/B)이 정상 적용됨
2. C.1.1 신규 부여 또는 파일값 유지가 설정에 따라 동작함",Medium,Functional,Regression,Automation,[연계] Import 적용 범위 확인,REQ-048
PV > ICSR Config > Case ID > Import 설정 > 적용 범위,TC-CASEID-042-002,수동 입력 케이스에 Import 설정 미적용 검증,"1. Import 옵션 설정됨
2. Manual Intake로 케이스 생성 가능","1. Manual Intake로 케이스 생성
2. C.1.1, C.1.8.1 부여 방식 확인","1. 수동 케이스의 C.1.1, C.1.8.1은 Import 설정과 무관하게 시스템 기본 규칙으로 부여됨
2. Import 설정이 수동 케이스에 적용되지 않음",Medium,Negative,Regression,Automation,,REQ-048
PV > ICSR Config > Case ID > Import 설정 > C.1.8.1 자동 복사,TC-CASEID-043-001,C.1.8.1 Null 케이스에서 C.1.1 값 자동 복사 검증,"1. Org Admin 계정으로 로그인됨
2. C.1.8.1 값이 없는(Null) 케이스 존재
3. 해당 케이스에 C.1.1 값은 존재",1. C.1.8.1 Null 케이스의 C.1.8.1 필드 확인,"1. C.1.8.1 Null인 케이스에 C.1.1 값이 자동 복사됨
2. C.1.8.1 필드가 C.1.1과 동일한 값으로 채워짐",High,Functional,"Regression,E2E",Both,[연계] C.1.8.1 자동 복사 — 기획서 REQ-049 명시,REQ-049
PV > ICSR Config > Case ID > Import 설정 > C.1.8.1 자동 복사,TC-CASEID-043-002,C.1.8.1 기존 값 있는 케이스에서 자동 복사 미적용 검증,1. C.1.8.1에 기존 값이 있는 케이스 존재,1. 해당 케이스 C.1.8.1 값 확인,"1. C.1.8.1에 기존 값이 있는 경우 C.1.1 자동 복사가 적용되지 않음
2. 기존 C.1.8.1 값이 유지됨",High,Functional,Regression,Automation,,REQ-049
PV > ICSR Config > Case ID > ICSR 식별자 관리 > 노출 레벨,TC-CASEID-044-001,Case Level Tracker·Case Edit 일련번호 형식 표시 검증,"1. Org Admin 계정으로 로그인됨
2. Destination 확정된 케이스 존재
3. Tracker 및 Case Edit 접근 가능","1. Tracker에서 케이스의 Case ID 컬럼 확인
2. Case Edit에서 Case ID 필드 확인","1. Tracker Case ID 컬럼에 일련번호 형식만 표시됨 (예: 202604ST001)
2. 국가코드-조직 식별자가 포함되지 않은 형식 확인",High,Functional,"Regression,Smoke",Automation,,REQ-050
PV > ICSR Config > Case ID > ICSR 식별자 관리 > 노출 레벨,TC-CASEID-044-002,Report Level C.1.1·C.1.8.1 국가-조직-일련번호 형식 표시 검증,"1. Org Admin 계정으로 로그인됨
2. Destination 확정된 케이스 존재
3. C.1.1, C.1.8.1 부여됨","1. 케이스의 C.1.1, C.1.8.1 필드 확인","1. C.1.1 및 C.1.8.1에 [국가코드]-[조직 식별자]-[일련번호] 형식으로 표시됨 (예: KR-SELTA-202604ST001)
2. 형식이 기획서 정의와 일치함",High,Functional,Regression,Automation,,REQ-051
PV > ICSR Config > Case ID > ICSR 식별자 관리 > 생성 유형별 부여,TC-CASEID-045-001,매뉴얼 케이스 Destination 확정 시 C.1.1과 C.1.8.1 동일 부여 검증,"1. Org Admin 계정으로 로그인됨
2. Manual Intake 접근 가능","1. Manual Intake로 케이스 작성
2. Destination 확정 후 저장
3. C.1.1과 C.1.8.1 값 비교","1. Destination 확정 후 C.1.1과 C.1.8.1에 동일한 식별자가 부여됨
2. 두 필드 값이 일치함",High,Functional,"Regression,E2E",Both,[데이터] 매뉴얼 케이스 C.1.1=C.1.8.1 동일 부여 — 기획서 REQ-052 명시,REQ-052
PV > ICSR Config > Case ID > ICSR 식별자 관리 > 생성 유형별 부여,TC-CASEID-045-002,매뉴얼 케이스 Destination 확정 시 국가코드 결정 검증,"1. Manual Intake 케이스 Draft 상태
2. Destination 미확정 상태","1. Draft 케이스에 Destination 추가하여 확정
2. C.1.1 국가코드 확인","1. Destination 확정 시 국가코드가 결정되어 C.1.1에 반영됨
2. [국가코드]-[조직]-[일련번호] 형식으로 완성됨",High,Functional,Regression,Both,,REQ-052
PV > ICSR Config > Case ID > ICSR 식별자 관리 > 생성 유형별 부여,TC-CASEID-046-001,Destination 미확정 Draft 케이스에서 C.1.1 미표시 검증,"1. Org Admin 계정으로 로그인됨
2. Destination 미확정 상태의 Draft 케이스 존재",1. Destination 미확정 Draft 케이스의 C.1.1 필드 확인,"1. C.1.1 필드가 표시되지 않음 (미표시)
2. Destination 확정 전까지 식별자가 부여되지 않음 확인",Medium,Functional,Regression,Automation,,REQ-053
PV > ICSR Config > Case ID > ICSR 식별자 관리 > 생성 유형별 부여,TC-CASEID-047-001,Import 케이스(옵션 A) Destination 확정 시 C.1.1 신규 부여 검증,"1. Org Admin 계정으로 로그인됨
2. Import 옵션 A 설정
3. Import 완료된 케이스 존재 (Destination 미확정)","1. Import 케이스에 Destination 확정
2. C.1.1 값 확인","1. Destination 확정 시 C.1.1에 신규 식별자가 부여됨
2. 파일 내 원본 C.1.1과 다른 신규 값이 적용됨 (옵션 A = Initial 사례)",High,Functional,"Regression,E2E",Both,[연계] Import 케이스 식별자 부여 로직 — 기획서 REQ-054 명시,REQ-054
PV > ICSR Config > Case ID > ICSR 식별자 관리 > 생성 유형별 부여,TC-CASEID-047-002,Import 케이스 C.1.8.1 파일 내 값 유지 검증,"1. Import 옵션 A 설정 완료
2. C.1.8.1 값 포함된 Import 파일로 케이스 생성됨","1. Import 케이스의 C.1.8.1 확인
2. 파일 내 원본값과 비교","1. C.1.8.1은 파일 내 기존 값이 그대로 유지됨
2. Destination 확정 후에도 C.1.8.1 불변",High,Functional,Regression,Both,,REQ-054
PV > ICSR Config > Case ID > ICSR 식별자 관리 > 식별자 수정 정책,TC-CASEID-048-001,C.1.1 부여 후 Draft 상태에서 수정 불가 검증,"1. Org Admin 계정으로 로그인됨
2. C.1.1이 부여된 Draft 상태 케이스 존재","1. Draft 케이스에서 C.1.1 필드 수정 시도
2. 수정 가능 여부 확인","1. C.1.1 필드가 수정 불가 상태로 잠겨 있음
2. 수정 버튼 비활성화 또는 편집 불가 처리됨
3. 식별자 부여 즉시 어떤 상태에서도 수정 불가 확인",Critical,Negative,"Regression,Smoke",Automation,[데이터] 식별자 불변 원칙 (ICSR 데이터 무결성) — 기획서 REQ-055 명시,REQ-055
PV > ICSR Config > Case ID > ICSR 식별자 관리 > 식별자 수정 정책,TC-CASEID-048-002,C.1.1 부여 후 Submitted 상태에서 수정 불가 검증,"1. Org Admin 계정으로 로그인됨
2. C.1.1이 부여되고 Submitted 상태인 케이스 존재",1. Submitted 케이스에서 C.1.1 수정 시도,"1. Submitted 상태에서도 C.1.1 수정 불가
2. 수정 시도 차단 확인",Critical,Negative,Regression,Automation,[데이터] 식별자 불변 원칙 — 기획서 REQ-055 명시,REQ-055
PV > ICSR Config > Case ID > ICSR 식별자 관리 > 식별자 수정 정책,TC-CASEID-048-003,C.1.8.1 부여 후 어떤 상태에서도 수정 불가 검증,"1. Org Admin 계정으로 로그인됨
2. C.1.8.1이 부여된 케이스 존재",1. 케이스에서 C.1.8.1 필드 수정 시도,"1. C.1.8.1 필드가 수정 불가 상태임
2. 부여 즉시 어떤 상태에서도 수정 불가 확인",Critical,Negative,Regression,Automation,[데이터] 식별자 불변 원칙 — 기획서 REQ-055 명시,REQ-055
PV > ICSR Config > Case ID > ICSR 식별자 관리 > 식별자 수정 정책,TC-CASEID-049-001,Approval 이후 C.1.1 수정 버튼 비표시 검증,"1. Org Admin 또는 Approver 계정으로 로그인됨
2. Approval 완료된 케이스 존재","1. Approval 케이스의 C.1.1 필드 UI 확인
2. 수정 버튼 존재 여부 확인","1. C.1.1 필드의 수정 버튼이 비표시 상태임
2. Approval 이후 수정 UI가 완전히 제거됨",Critical,Functional,"Regression,Smoke",Automation,[상태] Approval 상태 전이 후 C.1.1 수정 UI 제거 — 기획서 REQ-056 명시,REQ-056
PV > ICSR Config > Case ID > ICSR 식별자 관리 > 식별자 수정 정책,TC-CASEID-049-002,Approval 이후 C.1.8.1 수정 버튼 비표시 검증,"1. Approver 계정으로 로그인됨
2. Approval 완료된 케이스 존재",1. Approval 케이스의 C.1.8.1 필드 UI 확인,"1. C.1.8.1 필드의 수정 버튼이 비표시 상태임
2. Approval 이후 C.1.8.1 수정 불가 UI 확인",Critical,Functional,Regression,Automation,[상태] Approval 후 C.1.8.1 수정 UI 제거 — 기획서 REQ-057 명시,REQ-057
PV > ICSR Config > Case ID > ICSR 식별자 관리 > 식별자 수정 정책,TC-CASEID-049-003,Approval 이후 C.1.1·C.1.8.1 수정 불가 안내 문구 표시 검증,"1. Approver 계정으로 로그인됨
2. Approval 완료된 케이스 존재","1. Approval 케이스의 C.1.1, C.1.8.1 필드 안내 문구 확인","1. ""Approval 상태 이후로는 수정이 불가합니다."" 또는 유사 안내 문구가 표시됨
2. 문구 내용이 기획서 정의와 일치함",Critical,Functional,Regression,Manual,"[상태] Approval 후 안내 문구 표시 — 기획서 REQ-056, REQ-057 명시","REQ-056, REQ-057"
