folder_name,Testcase_Id,title,Preconditions,Test Steps,Expected Results,Priority,type,test scope,run_type,Memo,REQ_Id
"ICSR Config > Case ID > 만료 경고 > 사용자 제어","TC-CID-033-001","오늘 하루 보지 않기 당일 미노출 검증","1. 만료 임박 팝업이 표시된 사용자 계정 준비","1. 오늘 하루 보지 않기 체크 2. 확인 클릭 3. 같은 날짜에 동일 사용자로 재로그인 4. 팝업 노출 여부 확인 5. 다음 날짜 조건에서 동일 사용자로 재로그인 후 팝업 노출 여부 확인","1. 체크 후 확인 시 팝업이 닫힘 2. 같은 날짜에는 해당 사용자에게 동일 만료 임박 팝업이 다시 표시되지 않음 3. 다음 날짜에는 만료 임박 조건이 유지되면 팝업이 다시 표시됨","Medium","Functional","Regression","Both","CN-CID-05 확인 완료: 오늘 하루 보지 않기 당일 미노출 정책","CID-REQ-030, CID-REQ-040 (Case ID.md §사용자 인터랙션 및 제어, Figma Modal)"
"ICSR Config > Case ID > 자동 확장 > 번호 생성","TC-CID-034-001","최대 자릿수 초과 자동 확장 검증","1. 일련번호 5자리 설정 2. 동일 조합의 최종 번호가 99999인 상태","1. 동일 조합으로 신규 케이스 생성 2. 부여된 Case ID 확인 3. 다음 케이스를 추가 생성하여 연속 번호 확인","1. 최대값 99999 이후 첫 번호는 100000으로 생성됨 2. 이후 번호는 100001, 100002 순으로 증가함 3. 번호 중복이나 케이스 생성 중단이 발생하지 않음","Critical","Boundary","Regression","Automation","[데이터] 서비스 중단 없는 자동 확장","CID-REQ-031 (Case ID.md §Case ID 자릿수 자동 확장)"
"ICSR Config > Case ID > 자동 확장 > 팝업 종료","TC-CID-035-001","확장 후 만료 임박 팝업 중단 검증","1. 기존 자릿수 최대값을 초과해 확장 번호 체계로 진입한 조합 존재 2. 동일 사용자에게 이전 만료 임박 팝업 이력이 존재","1. 확장 번호 체계에서 신규 케이스 생성 2. 만료 임박 팝업 노출 여부 확인 3. 재로그인 후 팝업 노출 여부 확인","1. 확장 번호 체계로 넘어간 후 기존 만료 임박 팝업은 노출되지 않음 2. 신규 케이스는 확장된 자릿수 번호로 정상 생성됨 3. 사용자별 이전 팝업 상태가 생성 흐름을 막지 않음","High","Functional","Regression","Both","[데이터] 확장 이후 팝업 종료 조건","CID-REQ-032 (Case ID.md §사용자 인터랙션 및 제어, §자릿수 확장)"
"ICSR Config > Case ID > Case Edit > C.1.1 수정","TC-CID-036-001","C.1.1 수정 Confirm 분기 검증","1. Approval 이전 Initial 케이스 존재 2. C.1.1이 자동 생성되어 수정 불가 상태","1. C.1.1 수정 버튼 클릭 2. 경고 알럿 문구 확인 3. Confirm 클릭 4. C.1.1 수정 가능 여부와 Sync 상태 확인","1. 수동 변경 시 국가코드 및 보고서 타입 변경이 자동 반영되지 않는다는 경고가 표시됨 2. Confirm 클릭 시 C.1.1 수동 수정 상태로 전환됨 3. C.1.1과 자동 Sync 연결이 끊김","High","Functional","Regression","Both","[데이터] C.1.1 수동 전환 분기","CID-REQ-033 (Case ID.md §Case Edit에서 동작)"
"ICSR Config > Case ID > Case Edit > C.1.1 수정","TC-CID-036-002","C.1.1 수정 Cancel 분기 검증","1. Approval 이전 Initial 케이스 존재 2. C.1.1이 자동 생성되어 수정 불가 상태","1. C.1.1 수정 버튼 클릭 2. 경고 알럿에서 Cancel 클릭 3. C.1.1 수정 가능 여부와 Sync 상태 확인","1. Cancel 클릭 시 수동 수정 상태로 전환되지 않음 2. C.1.1은 수정 불가 상태를 유지함 3. 국가코드 및 보고서 타입 변경 사항의 자동 Sync 연결이 유지됨","High","Functional","Regression","Both","[데이터] C.1.1 수동 전환 취소 분기","CID-REQ-033 (Case ID.md §Case Edit에서 동작)"
"ICSR Config > Case ID > Case Edit > Approval 이후","TC-CID-037-001","Approval 이후 식별자 수정 불가 검증","1. Approval 상태 이후 케이스 존재 2. C.1.1과 C.1.8.1 값이 생성된 상태","1. Case Edit 화면 진입 2. C.1.1과 C.1.8.1 영역 확인 3. 수정 버튼과 안내 문구 확인","1. Approval 상태 이후 C.1.1 수정 버튼이 표시되지 않음 2. C.1.8.1 수정 UI가 제공되지 않음 3. Approval 상태 이후 보고자 관리번호와 고유식별 보고자 관리번호 수정 불가 안내 문구가 표시됨","Critical","Security","Regression","Automation","[상태][데이터] 규제 식별자 보호","CID-REQ-034 (Case ID.md §C.1.1 변경 시점)"
"ICSR Config > Case ID > Case Edit > C.1.8.1","TC-CID-038-001","Manual C.1.8.1 변경 불가 검증","1. Manual Initial 생성 케이스 존재 2. C.1.8.1이 자동 생성된 상태","1. Case Edit 화면 진입 2. C.1.8.1 표시 또는 관련 영역 확인 3. C.1.8.1 수정 시도 가능 여부 확인","1. Manual 생성 건의 C.1.8.1은 사용자가 변경할 수 없음 2. C.1.8.1 수정 입력 UI가 제공되지 않음 3. 내부 식별자 값은 기존 생성값을 유지함","Critical","Security","Regression","Automation","[데이터][권한] 고유식별 보고자 관리번호 불변성","CID-REQ-035 (Case ID.md §Manual에 C.1.8.1 변경 불가)"
"ICSR Config > Case ID > Org Level > Audit Log","TC-CID-039-001","Case ID 설정 변경 Audit Log 검증","1. Org Admin 계정으로 Case ID 설정 화면 진입 2. Audit Log 조회 권한 계정 준비","1. 조직 식별자, Year, Import 옵션 중 하나 이상 변경 후 저장 2. Org Audit Log 화면 진입 3. 변경 항목별 로그 확인","1. Case ID Rule 또는 Import ID handling 변경 이력이 Org Audit Log에 기록됨 2. 로그에는 행위자, 변경 시각, 변경 전 값, 변경 후 값이 표시됨 3. 식별자 정책 변경에 대한 감사 추적이 가능함","High","Functional","Integration,Smoke","Automation","[감사][데이터] 상위 Audit Log 정책 반영","CID-REQ-036 (Audit Log.md §6.2.4 Default Rule)"
"ICSR Config > Case ID > Figma > Preview","TC-CID-040-001","[Figma Only] Preview 보조 정보 노출 검증","1. Org Admin 계정으로 Case ID 설정 화면 진입 2. 일련번호 자릿수 5자리 설정 3. Year가 2-digit 또는 4-digit으로 선택된 상태","1. Preview 영역 확인 2. Period Info 또는 보조 정보 영역의 리셋 주기 문구 확인 3. 연간 최대 처리 건수 문구 확인 4. 일련번호 자릿수를 6자리로 변경 후 Preview 보조 정보 갱신 여부 확인","1. Preview 보조 정보에 일련번호 초기화 주기가 매년 1월 1일 기준으로 표시됨 2. 연간 최대 처리 건수는 현재 일련번호 자릿수 기준으로 표시됨 3. 자릿수 변경 시 보조 정보가 변경된 자릿수 기준으로 갱신됨 4. 보조 정보 확인만으로 저장 데이터와 기존 케이스 식별자는 변경되지 않음","Medium","Functional","Regression","Automation","[Figma Only][데이터][ST] Preview 보조 정보 신규 UI, CN-CID-06 확인 완료","CID-REQ-037 (Figma Period Info, Case ID.md §Year, §일련번호 자릿수 설정)"
"ICSR Config > Case ID > Figma > Add Segment","TC-CID-041-001","[Figma Only] Add Segment 중복 추가 차단 검증","1. Org Admin 계정으로 Case ID 설정 화면 진입 2. Year, Type of Report, Product Abbreviation, Custom Text 중 하나 이상의 선택형 세그먼트가 이미 Format에 추가된 상태","1. Add Segment 영역 확인 2. 이미 추가된 세그먼트 버튼 상태 확인 3. 이미 추가된 세그먼트를 클릭하거나 Drag & Drop으로 추가 시도 4. 아직 추가되지 않은 선택형 세그먼트 버튼 상태 확인","1. 이미 추가된 선택형 세그먼트는 disabled 상태로 표시됨 2. disabled 세그먼트는 클릭 또는 Drag & Drop으로 중복 추가되지 않음 3. 아직 추가되지 않은 선택형 세그먼트는 추가 가능한 상태로 표시됨 4. Format에는 동일 세그먼트가 2개 이상 저장되지 않으며 Preview에도 중복 반영되지 않음","Medium","Functional","Regression","Automation","[Figma Only][데이터][ST] Add Segment disabled 상태 신규 UI, SC-CID-015 기존 Chip TC와 조건 상이","CID-REQ-038 (Figma Add Segment Area, Case ID.md §포맷 설정)"
"ICSR Config > Case ID > Figma > Notice Banner","TC-CID-042-001","[Figma Only] 설정 변경 안내 배너 노출 검증","1. Org Admin 계정으로 Case ID 설정 화면 진입 2. 기존 Case ID가 부여된 케이스가 존재하는 상태","1. Case ID 설정 화면 상단 안내 배너 노출 여부 확인 2. 안내 배너 문구 확인 3. 일련번호 자릿수 또는 Format 설정을 변경 후 저장 4. 기존 케이스와 이후 신규 케이스의 Case ID 형식 확인","1. 상단 안내 배너에 설정 변경은 이후 생성되는 케이스부터 적용되고 기존 케이스는 변경되지 않는다는 문구가 표시됨 2. 설정 저장 후 기존 케이스의 Case ID는 변경되지 않음 3. 이후 신규 생성 케이스에는 변경된 설정이 적용됨 4. 안내 문구와 실제 적용 시점이 일치함","Medium","Functional","Regression","Automation","[Figma Only][데이터][연계][UC] Notice Banner 신규 UI, SC-CID-022 정책 연계","CID-REQ-039 (Figma Notice Banner, Case ID.md §일련번호 자릿수 설정)"
