folder_name,Testcase_Id,title,Preconditions,Test Steps,Expected Results,Priority,type,test scope,run_type,Memo,REQ_Id
"PV > ICSR Config > Case ID > 만료 임박 알림",TC-CASEID-022-001,Do not show again 설정 후 팝업 미노출 검증,"1. 만료 임박 팝업 노출 상태","1. [Do not show again] 체크박스 선택
2. [Confirm] 클릭
3. 로그아웃 후 재로그인
4. 케이스 생성 후 팝업 확인","1. [Front] 재로그인 후 케이스 생성 시 팝업 미노출
2. [Data] 사용자 설정 저장됨
3. [Downstream] 없음",High,Functional,"Regression,Smoke",Manual,,REQ-034
"PV > ICSR Config > Case ID > 만료 임박 알림",TC-CASEID-022-002,Do not show again 설정이 다른 사용자에게 미영향 검증,"1. 사용자 A: Do not show again 설정 완료
2. 사용자 B: 설정 안 됨
3. 잔여 번호 100개 이하","1. 사용자 B 계정으로 로그인
2. 케이스 생성
3. 팝업 확인","1. [Front] 사용자 B에게 팝업 정상 노출됨
2. [Data] 사용자별 독립 설정 확인
3. [Downstream] 없음",Medium,Functional,Regression,Manual,,REQ-034
"PV > ICSR Config > Case ID > 만료 임박 알림",TC-CASEID-023-001,자릿수 자동 확장 후 Do not show again 초기화 및 팝업 재노출 검증,"1. 5자리 체계에서 Do not show again 설정 완료
2. 자릿수 6자리로 자동 확장 발생 (99999 이후 100000 생성)
3. 6자리 체계 잔여 100개 이하 상태","1. 6자리 체계에서 케이스 생성
2. 팝업 노출 여부 확인","1. [Front] 5자리 체계의 Do not show again 설정 초기화됨
2. [Front] 6자리 체계의 팝업 재노출됨
3. [Data] 새 자릿수 체계 기준 팝업 노출",High,Functional,"Regression,Smoke",Manual,,REQ-055
"PV > ICSR Config > Case ID > 만료 임박 알림",TC-CASEID-023-002,자동 확장 후 팝업 내용 새 자릿수 기준 업데이트 검증,"1. 6자리 체계로 자동 확장 완료
2. 팝업 노출 상태","1. 팝업 내용 확인","1. [Front] 팝업 내용이 6자리 체계 기준으로 업데이트됨
2. [Front] 5자리 체계 값 미표시",Medium,Functional,Regression,Manual,,REQ-055
"PV > ICSR Config > Case ID > 자동 자릿수 확장",TC-CASEID-024-001,최대 자릿수 소진 후 6자리 자동 확장 채번 검증,"1. 자릿수 5 설정, 99999번까지 채번된 상태","1. 케이스 1건 추가 생성
2. Case ID 일련번호 확인","1. [Front] 일련번호 '100000' (6자리) 자동 생성됨
2. [Data] 6자리 체계로 자동 전환
3. [Downstream] 없음",High,Functional,"Regression,Smoke",Automation,,REQ-035
"PV > ICSR Config > Case ID > 자동 자릿수 확장",TC-CASEID-024-002,자동 확장 후 연속 채번 정상 동작 검증,"1. 자릿수 5 → 6 자동 확장 완료 (현재 100000 상태)","1. 케이스 2건 추가 생성
2. Case ID 확인","1. [Front] 100001, 100002 순서로 정상 채번됨
2. [Data] 연속성 유지",High,Functional,Regression,Automation,,REQ-035
"PV > ICSR Config > Case ID > 자동 자릿수 확장",TC-CASEID-024-003,자릿수 확장 발생 시 모달 노출 및 만료 임박 팝업 중단 검증,"1. 잔여 번호 100개 이하 팝업이 활성화된 상태
2. 99999번까지 채번된 상태","1. 케이스 생성 (자동 확장 트리거)
2. 모달 및 기존 팝업 상태 확인","1. [Front] 자릿수 확장 발생 시 모달 노출됨
2. [Front] 5자리 체계 만료 임박 팝업 노출 중단됨
3. [Front] 외부 알림(이메일/SMS 등) 없음 확인",High,Functional,Regression,Manual,,REQ-036
"PV > ICSR Config > Case ID > Import 설정",TC-CASEID-025-001,Import 옵션 A 후 C.1.1 신규 부여 검증,"1. Import 옵션 A(기본값) 설정 저장
2. C.1.8.1 포함 Import 파일 준비","1. Import 파일 업로드 실행
2. 생성된 케이스의 C.1.1 확인","1. [Front] C.1.1: 시스템 Configuration 규칙에 따라 새 번호 부여됨
2. [Data] 파일 내 C.1.1 값 미사용 확인
3. [Downstream] 없음",High,Functional,"Regression,Smoke",Automation,,REQ-037
"PV > ICSR Config > Case ID > Import 설정",TC-CASEID-025-002,Import 옵션 A 후 C.1.8.1 파일 내 값 유지 검증,"1. Import 옵션 A 설정 완료
2. 특정 C.1.8.1 값 포함 파일 준비","1. Import 실행
2. 케이스 C.1.8.1 확인","1. [Front] C.1.8.1: 파일 내 원본 값 그대로 유지됨
2. [Data] 파일 값 덮어쓰기 없음
3. [Downstream] 없음",High,Functional,Regression,Automation,,REQ-039
"PV > ICSR Config > Case ID > Import 설정",TC-CASEID-025-003,Import 설정이 매뉴얼 케이스에 미적용 검증,"1. Import 옵션 A 설정 완료","1. 매뉴얼 케이스 생성
2. C.1.1, C.1.8.1 확인","1. [Front] C.1.1: 시스템 자동 부여 (Import 옵션 관계없음)
2. [Data] Import 설정이 매뉴얼 케이스에 영향 없음
3. [Downstream] 없음",Medium,Functional,Regression,Automation,,REQ-037
"PV > ICSR Config > Case ID > Import 설정",TC-CASEID-026-001,Import 옵션 B 정상 C.1.1과 C.1.8.1 파일 내 값 적용 검증,"1. Import 옵션 B 설정 저장
2. 고유한 C.1.1 값 포함 Import 파일 준비","1. Import 파일 업로드 실행
2. C.1.1, C.1.8.1 확인","1. [Front] C.1.1: 파일 내 값 그대로 사용됨
2. [Front] C.1.8.1: 파일 내 값 그대로 사용됨
3. [Downstream] Tracker에서 케이스 조회 가능",High,Functional,"Regression,Smoke",Automation,,REQ-038
"PV > ICSR Config > Case ID > Import 설정",TC-CASEID-026-002,Import 옵션 B 성공 후 Tracker 케이스 조회 검증,"1. Import 옵션 B로 케이스 Import 성공","1. Tracker 메뉴 진입
2. Import된 케이스 검색 및 확인","1. [Front] Tracker에서 Import 케이스 정상 조회됨
2. [Data] 데이터 무결성 확인
3. [Downstream] 없음",High,Functional,Regression,Automation,,REQ-039
"PV > ICSR Config > Case ID > Import 설정",TC-CASEID-027-001,Import 옵션 B C.1.1 중복 시 Import 실패 검증,"1. 시스템에 C.1.1 = 'KR-SELTA-00001' 케이스 존재
2. Import 옵션 B 설정
3. 동일 C.1.1 값 포함 Import 파일 준비","1. 중복 C.1.1 포함 파일 Import 실행
2. Import 결과 확인","1. [Front] Import 실패 처리됨
2. [Front] (문구 확인 필요) 오류 메시지 표시됨
3. [Data] 기존 케이스 데이터 변경 없음 확인",High,Negative,"Regression,Smoke",Automation,오류 메시지 문구 확인 필요 (참고용),REQ-038
"PV > ICSR Config > Case ID > Import 설정",TC-CASEID-027-002,Import 실패 후 기존 케이스 데이터 무결성 검증,"1. C.1.1 중복으로 Import 실패 발생","1. 기존 케이스(KR-SELTA-00001) 상세 조회
2. 모든 필드 값 확인","1. [Front] 기존 케이스 데이터 변경 없음
2. [Data] Import 실패 시 롤백 또는 미반영 확인
3. [Downstream] 없음",High,Negative,"Regression,Integration",Automation,"[데이터] Import 실패 시 데이터 무결성 검증",REQ-038
"PV > ICSR Config > Case ID > ICSR 식별자 관리",TC-CASEID-028-001,국가코드 우선순위 1 Reporter Primary 적용 검증,"1. C.5.2 Reporter's Country Code (Primary) = 'US' 케이스 준비","1. 케이스 Destination 확정
2. C.1.1, C.1.8.1 확인","1. [Front] 국가코드 'US' 적용됨
2. [Data] Reporter Primary 코드 우선 적용
3. [Downstream] 없음",High,Functional,"Regression,Smoke",Automation,,REQ-005
"PV > ICSR Config > Case ID > ICSR 식별자 관리",TC-CASEID-028-002,국가코드 우선순위 2 Reporter First 적용 검증,"1. Reporter Primary 없음, Reporter First = 'JP' 케이스","1. Destination 확정
2. C.1.1 국가코드 확인","1. [Front] 국가코드 'JP' 적용됨
2. [Data] 우선순위 2 적용",High,Functional,Regression,Automation,,REQ-005
"PV > ICSR Config > Case ID > ICSR 식별자 관리",TC-CASEID-028-003,국가코드 우선순위 3 발생국 Primary 적용 검증,"1. Reporter 코드 없음, 발생국 Primary = 'DE' 케이스","1. Destination 확정
2. C.1.1 국가코드 확인","1. [Front] 국가코드 'DE' 적용됨
2. [Data] 우선순위 3 적용",High,Functional,Regression,Automation,,REQ-005
"PV > ICSR Config > Case ID > ICSR 식별자 관리",TC-CASEID-028-004,국가코드 우선순위 4 발생국 First 적용 검증,"1. Reporter 코드 없음, 발생국 Primary 없음, 발생국 First = 'FR' 케이스","1. Destination 확정
2. C.1.1 국가코드 확인","1. [Front] 국가코드 'FR' 적용됨
2. [Data] 우선순위 4 적용",High,Functional,Regression,Automation,,REQ-005
"PV > ICSR Config > Case ID > ICSR 식별자 관리",TC-CASEID-028-005,국가코드 우선순위 5 기본값 KR 적용 검증,"1. 모든 국가코드 필드 Null인 케이스","1. Destination 확정
2. C.1.1 국가코드 확인","1. [Front] 국가코드 기본값 'KR' 적용됨
2. [Data] Fallback 'KR' 확인",High,Functional,Regression,Automation,,REQ-005
"PV > ICSR Config > Case ID > ICSR 식별자 관리",TC-CASEID-029-001,Tracker Case ID 일련번호 형식 노출 검증,"1. 케이스 생성 완료 (Destination 확정)","1. Tracker List 화면 접근
2. Case ID 컬럼 값 확인","1. [Front] Case ID 컬럼: 일련번호 형식만 표시 (예: 202604ST001)
2. [Front] 국가-조직 접두사 미표시
3. [Downstream] 없음",High,Functional,"Regression,Smoke",Automation,,REQ-004
"PV > ICSR Config > Case ID > ICSR 식별자 관리",TC-CASEID-029-002,Case Edit 화면 Case ID 일련번호 형식 노출 검증,"1. 케이스 생성 완료","1. Case Edit 화면 진입
2. Case ID 필드 값 확인","1. [Front] Case ID 필드: 일련번호 형식만 표시
2. [Front] 국가-조직 접두사 미표시",High,Functional,Regression,Automation,,REQ-041
"PV > ICSR Config > Case ID > ICSR 식별자 관리",TC-CASEID-029-003,ICSR 보고서 C.1.1 C.1.8.1 전체 형식 노출 검증,"1. 케이스 생성 및 Destination 확정 완료","1. ICSR 보고서 > C.1.1 필드 확인
2. C.1.8.1 필드 확인","1. [Front] C.1.1: 국가-조직-일련번호 전체 형식 (예: KR-SELTA-202604ST001)
2. [Front] C.1.8.1: 동일 형식
3. [Data] 전체 식별자 저장됨",High,Functional,"Regression,Smoke",Automation,,REQ-042
"PV > ICSR Config > Case ID > ICSR 식별자 관리",TC-CASEID-030-001,C.1.8.1 Null 시 C.1.1 값 자동 복사 검증,"1. C.1.8.1이 비어 있는 케이스 준비 (Destination 미확정)","1. Destination 확정
2. C.1.8.1 값 확인","1. [Front] C.1.8.1에 C.1.1 값이 자동 복사됨
2. [Data] C.1.1 = C.1.8.1 확인
3. [Downstream] 없음",High,Functional,"Regression,Smoke",Automation,"[데이터] C.1.8.1 Null 시 자동 복사 정책",REQ-040
"PV > ICSR Config > Case ID > ICSR 식별자 관리",TC-CASEID-030-002,C.1.8.1 기존 값 있을 때 C.1.1 덮어쓰기 미발생 검증,"1. C.1.8.1 = 'KR-EXT-00001' (기존 값) 케이스 준비","1. Destination 확정 또는 시스템 자동 처리
2. C.1.8.1 값 확인","1. [Front] C.1.8.1: 기존 'KR-EXT-00001' 유지됨 (C.1.1 값으로 덮어쓰기 없음)
2. [Data] 기존 값 보존 확인",High,Negative,Regression,Automation,"[데이터] 덮어쓰기 방지 정책",REQ-040
"PV > ICSR Config > Case ID > ICSR 식별자 관리",TC-CASEID-031-001,매뉴얼 케이스 생성 시 Case ID 자동 부여 E2E 검증,"1. Configuration 완료 (Year=4-digit, 조직식별자=SELTA, 자릿수=5)
2. 매뉴얼 케이스 생성 권한 계정","1. 매뉴얼 케이스 생성 화면 접근
2. 필수 정보 입력 후 저장
3. Case ID 확인 (Edit/Tracker)","1. [Front] Case ID 자동 부여됨 (예: 2026STSP00001)
2. [Front] Tracker 및 Case Edit에서 일련번호 형식 표시
3. [Data] Configuration 설정 적용 확인",High,Functional,"Regression,E2E,Smoke",Automation,"[연계] Config → 케이스 생성 연동. [데이터] Case ID 생성-저장 E2E",REQ-001
"PV > ICSR Config > Case ID > ICSR 식별자 관리",TC-CASEID-031-002,매뉴얼 케이스 Destination 확정 후 C.1.1 C.1.8.1 형식 검증,"1. 매뉴얼 케이스 생성 완료 (Case ID 부여됨)","1. Destination 확정 처리
2. C.1.1, C.1.8.1 확인","1. [Front] C.1.1 = 'KR-SELTA-2026STSP00001' 형식
2. [Front] C.1.8.1 = C.1.1과 동일 (Null → 자동 복사)
3. [Data] 전체 식별자 저장됨",High,Functional,"Regression,Integration",Automation,"[연계] Destination 확정 → 식별자 생성 연동",REQ-002
"PV > ICSR Config > Case ID > ICSR 식별자 관리",TC-CASEID-031-003,매뉴얼 케이스 생성 Regression E2E 전체 흐름 검증,"1. Configuration 설정 완료
2. 케이스 생성 환경","1. Configuration 저장 → 케이스 생성 → Destination 확정 → Tracker 확인 → ICSR 보고서 C.1.1/C.1.8.1 확인","1. [Front] 각 단계 정상 처리됨
2. [Front] Tracker: 일련번호 형식, ICSR: 전체 형식 표시됨
3. [Data] 모든 식별자 정합성 확인
4. [Downstream] ICSR 제출 준비 상태",Critical,Functional,"Regression,E2E,Smoke,Integration",Manual,"[연계] Case ID 생성부터 ICSR 보고서까지 전체 데이터 흐름. [데이터] 전 단계 식별자 정합성",REQ-001
"PV > ICSR Config > Case ID > ICSR 식별자 관리",TC-CASEID-032-001,Import 케이스 Case ID 자동 부여 검증,"1. Configuration 완료, Import 옵션 A 설정
2. Import 파일(C.1.8.1 포함) 준비","1. Import 파일 업로드 실행
2. 생성된 케이스 Case ID 확인","1. [Front] Case ID: Configuration 순서에 따른 일련번호 부여됨
2. [Data] Import 케이스도 Configuration 규칙 적용 확인",High,Functional,"Regression,E2E,Smoke",Automation,"[연계] Import → Case ID 생성 연동. [데이터] Import 케이스 식별자",REQ-045
"PV > ICSR Config > Case ID > ICSR 식별자 관리",TC-CASEID-032-002,Import 케이스 C.1.8.1 파일 원본 값 유지 검증,"1. Import 옵션 A로 케이스 Import 완료","1. Import된 케이스 상세 조회
2. C.1.8.1 값 확인","1. [Front] C.1.8.1: 파일 내 원본 값 그대로 유지됨
2. [Data] Import 파일 C.1.8.1 값 보존 확인",High,Functional,"Regression,Integration",Automation,"[데이터] Import C.1.8.1 원본값 보존",REQ-046
"PV > ICSR Config > Case ID > ICSR 식별자 관리",TC-CASEID-032-003,Import 케이스 Destination 확정 후 C.1.1 형식 검증,"1. Import 케이스 생성 완료 (Case ID 부여됨)","1. Destination 확정
2. C.1.1 값 확인","1. [Front] C.1.1: [국가코드]-[조직식별자]-[일련번호] 형식으로 생성됨
2. [Data] 전체 식별자 저장 확인",High,Functional,"Regression,Integration",Automation,"[연계] Destination 확정 → C.1.1 생성",REQ-047
"PV > ICSR Config > Case ID > 수정 불가 정책",TC-CASEID-033-001,삭제된 케이스 일련번호 재사용 없음 검증,"1. 케이스 00001~00005 생성 완료
2. 00005 케이스 삭제","1. 신규 케이스 생성
2. Case ID 일련번호 확인","1. [Front] 신규 케이스 일련번호 '00006' 부여됨 (00005 재사용 없음)
2. [Data] 삭제 번호 건너뛰고 다음 번호 채번됨
3. [Downstream] 없음",High,Negative,Regression,Automation,"[데이터] 일련번호 재사용 불가 정책",REQ-008
"PV > ICSR Config > Case ID > 수정 불가 정책",TC-CASEID-033-002,삭제 후 연속 번호 정상 채번 검증,"1. 00005 삭제 후 00006 생성 완료","1. 추가 케이스 생성
2. Case ID 확인","1. [Front] 00007, 00008 순서로 정상 채번됨
2. [Data] 연속성 유지",High,Functional,Regression,Automation,,REQ-008
"PV > ICSR Config > Case ID > 수정 불가 정책",TC-CASEID-034-001,Case ID 필드 수정 UI 없음 검증,"1. 케이스 생성 완료 (Case ID 부여됨)","1. Case Edit 화면 진입
2. Case ID 필드 수정 버튼/직접 입력 가능 여부 확인","1. [Front] Case ID 필드 수정 버튼 없음
2. [Front] 직접 입력(텍스트 편집) 불가
3. [Downstream] 없음",High,Negative,Regression,Manual,,REQ-049
"PV > ICSR Config > Case ID > 수정 불가 정책",TC-CASEID-034-002,C.1.1 C.1.8.1 필드 수정 UI 없음 검증 (Approval 이전),"1. 케이스 생성 완료, Destination 확정 (Approval 이전 상태)","1. ICSR 보고서 > C.1.1 필드 확인
2. C.1.8.1 필드 수정 가능 여부 확인","1. [Front] C.1.1 필드: 수정 버튼/직접 입력 불가
2. [Front] C.1.8.1 필드: 수정 버튼/직접 입력 불가
3. [Downstream] 없음",High,Negative,Regression,Manual,,REQ-049
"PV > ICSR Config > Case ID > 수정 불가 정책",TC-CASEID-034-003,C.1.8.1 변경 불가 UI 안내 미표시 검증,"1. 케이스 생성 완료, ICSR 보고서 화면","1. C.1.8.1 필드 주변 UI 요소 전체 확인
2. 툴팁, 안내 메시지, 아이콘 여부 확인","1. [Front] C.1.8.1 변경 불가 관련 툴팁/메시지/아이콘 미표시됨 (CONFIRM-005 결정)
2. [Downstream] 없음",Medium,Negative,Regression,Manual,,REQ-051
"PV > ICSR Config > Case ID > 수정 불가 정책",TC-CASEID-035-001,Approval 이후 C.1.1 C.1.8.1 수정 버튼 비표시 검증,"1. 케이스 Approval 처리 완료","1. ICSR 보고서 > C.1.1 필드 확인
2. C.1.8.1 필드 확인","1. [Front] C.1.1 수정 버튼 비표시됨
2. [Front] C.1.8.1 수정 버튼 비표시됨
3. [Downstream] 없음",High,Functional,"Regression,Smoke",Manual,"[상태] Approval 상태 전환 후 식별자 잠금. [잠금] Approval Lock 검증",REQ-050
"PV > ICSR Config > Case ID > 수정 불가 정책",TC-CASEID-035-002,Approval 이후 안내 문구 표시 검증,"1. 케이스 Approval 처리 완료","1. ICSR 보고서 > C.1.1/C.1.8.1 영역 확인
2. 안내 문구 표시 여부 및 내용 확인","1. [Front] 안내 문구 표시됨: 'Approval 상태 이후로는 보고자 관리번호(C.1.1)과 고유식별 보고자 관리번호(C.1.8.1) 수정이 불가합니다.'
2. [Downstream] 없음",High,Functional,Regression,Manual,"[상태] Approval 잠금 안내 문구 검증",REQ-050
"PV > ICSR Config > Case ID > 수정 불가 정책",TC-CASEID-035-003,Approval 이전 수정 버튼 표시 검증 (대조),"1. 케이스 생성 완료 (Approval 이전 상태)","1. ICSR 보고서 > C.1.1, C.1.8.1 확인","1. [Front] C.1.1, C.1.8.1 수정 버튼 표시됨 (Approval 이전)
2. [Downstream] 없음",High,Functional,Regression,Manual,"[상태] Approval 이전/이후 UI 차이 검증",REQ-050
"PV > ICSR Config > Case ID > C.1.4 필수값",TC-CASEID-036-001,C.1.4 미입력 케이스 생성 불가 검증,"1. 케이스 생성 화면 접근","1. C.1.4 (최초 발생인지일) 미입력 상태에서 케이스 생성 시도","1. [Front] 케이스 생성 차단됨
2. [Front] 필수 입력 안내 또는 에러 표시됨
3. [Data] 케이스 미생성됨",High,Negative,"Regression,Smoke",Automation,"[E2B검증] C.1.4는 ICSR 필수 필드. Case ID 채번 기준 날짜 필드",REQ-053
"PV > ICSR Config > Case ID > C.1.4 필수값",TC-CASEID-036-002,C.1.4 삭제 후 케이스 편집 저장 불가 검증,"1. C.1.4 값이 있는 케이스 준비 (편집 가능 상태)","1. 케이스 편집 화면 진입
2. C.1.4 값 삭제
3. 저장 시도","1. [Front] 저장 차단됨
2. [Front] C.1.4 필수값 안내 표시됨
3. [Data] 기존 C.1.4 값 유지됨",High,Negative,"Regression,Smoke",Automation,"[E2B검증] 편집 시 C.1.4 Null 저장 불가 정책 (기획자 명시 요청)",REQ-053
"PV > ICSR Config > Case ID > C.1.4 필수값",TC-CASEID-036-003,C.1.4 입력 후 케이스 생성 성공 검증,"1. 케이스 생성 화면 접근","1. C.1.4 날짜 값 입력
2. 나머지 필수 정보 입력
3. 케이스 생성 시도","1. [Front] 케이스 정상 생성됨
2. [Data] C.1.4 값 저장 확인
3. [Downstream] Case ID 자동 부여됨",High,Functional,Regression,Automation,"[E2B검증] C.1.4 정상 입력 시 케이스 생성 성공",REQ-053
